n_active,mean,std,min,max,count
5,-0.9713565591397831,1.6026659680687143,-2.642984946236556,0.7477727598566268,5
10,1.3344549103942618,1.5804539825625086,-0.7487770609318964,3.5590265232974865,5
20,0.0370840962621557,0.8785409072330082,-1.0323562724014366,0.7437221027479026,5
