n_active,mean,std,min,max,count
5,-0.15557141516406267,0.09494603365257735,-0.2706448437630897,-0.05522865741243432,5
10,-0.14062544192135698,0.44440300310953845,-0.7956547268848486,0.4508403853396612,5
20,-0.17561062474795852,0.10804106579482295,-0.31062073987928174,-0.07538549112652548,5
