n_active,mean,std,min,max,count
5,0.17412131283959914,0.16093514007990115,-0.03461356416627981,0.2993319091899137,5
10,0.055445029705925596,0.10825469385382139,-0.019358610882118488,0.24613807765274673,5
20,0.026487840604701808,0.05514293039230644,-0.031062073987928207,0.10883405189930967,5
